incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude
196820303,2019-05-03T00:00:00.000,2020-02-23 14:24:00,MANHATTAN,28,0.0,,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK,997399,230992,40.80069410200008,-73.95250846999993
196730309,2019-05-02T00:00:00.000,2020-02-23 14:35:00,BRONX,42,0.0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1014588,242096,40.83112915700008,-73.89037323199994
196678735,2019-05-02T00:00:00.000,2020-02-23 00:23:00,BROOKLYN,75,0.0,,False,45-64,M,BLACK,25-44,M,BLACK,1016008,185359,40.67539564000003,-73.88550993999998
196680983,2019-05-02T00:00:00.000,2020-02-23 00:19:00,BRONX,46,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1010447,252191,40.85885021100006,-73.90529753999994
196630584,2019-04-30T00:00:00.000,2020-02-23 18:29:00,MANHATTAN,25,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,U,BLACK,18-24,M,BLACK,1002228,234677,40.810799905000074,-73.93505670199994
196582021,2019-04-30T00:00:00.000,2020-02-23 00:13:00,BROOKLYN,90,0.0,MULTI DWELL - APT BUILD,False,,,,18-24,M,WHITE HISPANIC,996319,198679,40.712004695000076,-73.95646732699998
196582020,2019-04-29T00:00:00.000,2020-02-23 01:36:00,BRONX,44,0.0,,False,,,,45-64,M,BLACK,1005501,245608,40.84079511700002,-73.92319851599996
196542452,2019-04-27T00:00:00.000,2020-02-23 23:54:00,BROOKLYN,67,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,WHITE HISPANIC,996876,177505,40.65388611000003,-73.95449784399995
196525187,2019-04-27T00:00:00.000,2020-02-23 11:36:00,BRONX,48,0.0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1013952,247178,40.84507992600004,-73.89264894999997
196414298,2019-04-24T00:00:00.000,2020-02-23 23:15:00,BRONX,44,0.0,,False,,,,25-44,M,BLACK,1009069,244907,40.83886177100004,-73.91030606099997
196414299,2019-04-24T00:00:00.000,2020-02-23 14:58:00,BROOKLYN,71,0.0,,False,,,,25-44,M,BLACK,1001270,180581,40.662321699000074,-73.93865428399994
196375777,2019-04-24T00:00:00.000,2020-02-23 01:44:00,MANHATTAN,28,0.0,,True,25-44,M,BLACK,25-44,M,BLACK,999029,231931,40.80326882400004,-73.94661899399993
196364281,2019-04-23T00:00:00.000,2020-02-23 22:54:00,BRONX,47,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,1030386,260908,40.882693990000064,-73.83315683199999
196364280,2019-04-23T00:00:00.000,2020-02-23 22:53:00,BRONX,42,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK HISPANIC,1010896,244231,40.837001024000074,-73.90370600899996
196364279,2019-04-23T00:00:00.000,2020-02-23 00:18:00,STATEN ISLAND,121,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,936722,172119,40.63898417600007,-74.17125230499995
196315233,2019-04-22T00:00:00.000,2020-02-23 23:15:00,BRONX,42,0.0,,False,,,,18-24,M,BLACK,1010951,240480,40.82670544500007,-73.903522174
196315234,2019-04-22T00:00:00.000,2020-02-23 17:20:00,BROOKLYN,81,0.0,MULTI DWELL - APT BUILD,False,65+,M,BLACK,45-64,M,BLACK,1006938,187372,40.680948759000046,-73.91820160899994
196315235,2019-04-22T00:00:00.000,2020-02-23 17:01:00,QUEENS,114,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,999484,214810,40.75627543400003,-73.94501432899995
204054325,2019-04-21T00:00:00.000,2020-02-23 05:25:00,BRONX,52,0.0,,True,25-44,M,BLACK,18-24,M,BLACK,1015814,259929,40.88007108800008,-73.88585904599995
196276907,2019-04-20T00:00:00.000,2020-02-23 01:22:00,BRONX,40,0.0,,False,,,,25-44,M,BLACK,1010089,237011,40.81718658800003,-73.90665021099994
196276904,2019-04-20T00:00:00.000,2020-02-23 01:19:00,BROOKLYN,84,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK,988740,194815,40.70140601600008,-73.983808132
196276908,2019-04-19T00:00:00.000,2020-02-23 17:43:00,QUEENS,105,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1056792,192445,40.694604754000075,-73.73840293399996
196276903,2019-04-19T00:00:00.000,2020-02-23 00:12:00,QUEENS,113,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1053637,190566,40.68947265200006,-73.74979967899996
196276903,2019-04-19T00:00:00.000,2020-02-23 00:12:00,QUEENS,113,0.0,,False,25-44,M,BLACK,45-64,M,BLACK,1053637,190566,40.68947265200006,-73.74979967899996
196193415,2019-04-18T00:00:00.000,2020-02-23 23:24:00,BROOKLYN,75,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1018747,183640,40.67066712500008,-73.87564431799996
196195745,2019-04-18T00:00:00.000,2020-02-23 22:30:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK HISPANIC,998437,228299,40.79330094300008,-73.94876499799993
196195743,2019-04-18T00:00:00.000,2020-02-23 21:54:00,MANHATTAN,7,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK HISPANIC,989021,200767,40.71774270100008,-73.98279048099994
196193416,2019-04-18T00:00:00.000,2020-02-23 19:50:00,BROOKLYN,75,0.0,,False,,,,<18,M,BLACK,1017353,185387,40.67546756600007,-73.88066091799993
196193414,2019-04-18T00:00:00.000,2020-02-23 18:05:00,BROOKLYN,88,0.0,,False,,,,<18,F,BLACK,990027,191934,40.693497594000064,-73.97916899999996
196195746,2019-04-18T00:00:00.000,2020-02-23 16:25:00,MANHATTAN,34,0.0,,False,25-44,M,BLACK HISPANIC,UNKNOWN,U,UNKNOWN,1002644,250694,40.85476109900002,-73.93351000399997
196193413,2019-04-18T00:00:00.000,2020-02-23 13:53:00,QUEENS,108,0.0,DRUG STORE,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE,1007610,211185,40.746307995000045,-73.91569614099996
196145427,2019-04-17T00:00:00.000,2020-02-23 16:34:00,MANHATTAN,7,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,989578,198999,40.712889645000075,-73.98078254999997
196095817,2019-04-16T00:00:00.000,2020-02-23 20:20:00,QUEENS,106,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1038488,183613,40.67049408600008,-73.80448103199996
196095818,2019-04-16T00:00:00.000,2020-02-23 19:45:00,QUEENS,105,0.0,,False,,,,25-44,M,BLACK,1057395,201036,40.71817995600002,-73.73613510799998
196095816,2019-04-16T00:00:00.000,2020-02-23 17:40:00,QUEENS,114,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1001955,216397,40.760626741000074,-73.93609107899994
196095819,2019-04-16T00:00:00.000,2020-02-23 17:12:00,BROOKLYN,77,2.0,MULTI DWELL - PUBLIC HOUS,True,,,,18-24,M,BLACK,1003789,183568,40.67051514900004,-73.92956610799997
196043547,2019-04-15T00:00:00.000,2020-02-23 08:34:00,QUEENS,113,0.0,,False,25-44,F,BLACK,25-44,M,BLACK HISPANIC,1043652,190369,40.68900458000007,-73.78580605399996
196043547,2019-04-15T00:00:00.000,2020-02-23 08:34:00,QUEENS,113,0.0,,False,25-44,M,UNKNOWN,25-44,M,BLACK HISPANIC,1043652,190369,40.68900458000007,-73.78580605399996
196000891,2019-04-14T00:00:00.000,2020-02-23 18:35:00,MANHATTAN,30,0.0,GROCERY/BODEGA,True,,,,45-64,M,WHITE HISPANIC,997098,237847,40.81950961800004,-73.95358253499995
196000892,2019-04-14T00:00:00.000,2020-02-23 14:03:00,BRONX,52,0.0,,False,,,,18-24,M,BLACK,1010728,252491,40.85967278300007,-73.90428052199997
196000889,2019-04-14T00:00:00.000,2020-02-23 03:35:00,MANHATTAN,9,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,990832,202826,40.723392998000065,-73.97625544299996
196000890,2019-04-14T00:00:00.000,2020-02-23 03:03:00,BRONX,52,0.0,,False,,,,25-44,M,BLACK HISPANIC,1010032,252384,40.85938115900007,-73.90679704999997
196000888,2019-04-14T00:00:00.000,2020-02-23 00:50:00,BROOKLYN,73,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,1007628,183445,40.670168236000045,-73.91572748899993
196000888,2019-04-14T00:00:00.000,2020-02-23 00:50:00,BROOKLYN,73,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1007628,183445,40.670168236000045,-73.91572748899993
195978521,2019-04-13T00:00:00.000,2020-02-23 06:04:00,QUEENS,103,0.0,,True,,,,45-64,M,BLACK,1042298,192835,40.695782146000056,-73.79066712199995
195978522,2019-04-13T00:00:00.000,2020-02-23 01:50:00,QUEENS,110,0.0,,True,,,,25-44,M,WHITE HISPANIC,1022285,212504,40.74987737400005,-73.86272726099996
196000887,2019-04-13T00:00:00.000,2020-02-23 00:01:00,MANHATTAN,32,0.0,BAR/NIGHT CLUB,False,,,,25-44,F,BLACK,1001406,241015,40.82819756300007,-73.93800993799994
195907494,2019-04-11T00:00:00.000,2020-02-23 03:10:00,MANHATTAN,32,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1001288,238999,40.82266444500005,-73.93844143899997
195854214,2019-04-10T00:00:00.000,2020-02-23 18:05:00,BRONX,48,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1015010,250473,40.854120099000056,-73.88880988799998
195854769,2019-04-10T00:00:00.000,2020-02-23 16:11:00,BROOKLYN,67,0.0,,True,,,,18-24,M,BLACK,1000243,171648,40.63780446800007,-73.94237719699998
195799804,2019-04-09T00:00:00.000,2020-02-23 18:20:00,QUEENS,115,0.0,,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1021031,216635,40.76122121100008,-73.86723053699995
195799803,2019-04-09T00:00:00.000,2020-02-23 12:25:00,BROOKLYN,60,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK,986229,148311,40.573763375000055,-73.99287775699997
195744020,2019-04-08T00:00:00.000,2020-02-23 21:35:00,BROOKLYN,79,0.0,GROCERY/BODEGA,False,,,,25-44,M,BLACK,997892,189416,40.68657763600004,-73.950812118
195743584,2019-04-08T00:00:00.000,2020-02-23 20:35:00,STATEN ISLAND,120,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,949942,170297,40.63404425200008,-74.12360937499993
195743585,2019-04-08T00:00:00.000,2020-02-23 19:40:00,BROOKLYN,77,0.0,,False,,,,18-24,M,BLACK,1002318,184652,40.67349360900005,-73.93486594799998
195743583,2019-04-08T00:00:00.000,2020-02-23 16:00:00,BROOKLYN,75,0.0,FAST FOOD,False,,,,25-44,M,BLACK,1012266,186110,40.67746959700002,-73.89899717699996
195743581,2019-04-08T00:00:00.000,2020-02-23 11:55:00,QUEENS,115,0.0,MULTI DWELL - APT BUILD,True,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1017904,212282,40.74928579900006,-73.87854005699995
195743582,2019-04-08T00:00:00.000,2020-02-23 04:25:00,BROOKLYN,71,0.0,HOSPITAL,False,,,,25-44,M,BLACK,1002530,179472,40.65927522700008,-73.93411572899998
195700548,2019-04-07T00:00:00.000,2020-02-23 15:27:00,QUEENS,105,0.0,,False,,,,45-64,M,BLACK,1056164,181089,40.66344036200008,-73.74078877299998
195699916,2019-04-07T00:00:00.000,2020-02-23 09:53:00,BROOKLYN,67,0.0,,False,,,,25-44,M,BLACK,1004666,181265,40.664191948000045,-73.92641162299998
195699915,2019-04-07T00:00:00.000,2020-02-23 05:15:00,QUEENS,110,0.0,,False,,,,18-24,M,BLACK HISPANIC,1018767,207199,40.73533091600007,-73.87545147199995
195699915,2019-04-07T00:00:00.000,2020-02-23 05:15:00,QUEENS,110,0.0,,False,,,,<18,M,BLACK HISPANIC,1018767,207199,40.73533091600007,-73.87545147199995
195699913,2019-04-07T00:00:00.000,2020-02-23 03:15:00,BRONX,47,2.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK,1027514,261656,40.88476156000007,-73.84353817799997
195699914,2019-04-07T00:00:00.000,2020-02-23 01:45:00,MANHATTAN,32,0.0,BAR/NIGHT CLUB,False,25-44,M,BLACK,18-24,M,BLACK,1001841,235976,40.814366077000045,-73.93645131899994
195699912,2019-04-06T00:00:00.000,2020-02-23 20:20:00,BRONX,40,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1006022,238221,40.82051865600005,-73.92133955099996
195700547,2019-04-06T00:00:00.000,2020-02-23 12:58:00,BROOKLYN,88,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,45-64,M,BLACK,989961,192624,40.69539152700002,-73.97940641699995
195604250,2019-04-04T00:00:00.000,2020-02-23 22:35:00,BROOKLYN,67,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1004757,178619,40.656929053000056,-73.92609165799998
195604251,2019-04-04T00:00:00.000,2020-02-23 21:10:00,QUEENS,105,0.0,,False,,,,25-44,M,ASIAN / PACIFIC ISLANDER,1057564,200120,40.71566436900008,-73.73553543099996
195553175,2019-04-03T00:00:00.000,2020-02-23 14:00:00,BRONX,42,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1011134,241668,40.829965609000055,-73.90285617699995
195553175,2019-04-03T00:00:00.000,2020-02-23 14:00:00,BRONX,42,0.0,,True,25-44,M,BLACK,25-44,M,BLACK,1011134,241668,40.829965609000055,-73.90285617699995
195440618,2019-04-01T00:00:00.000,2020-02-23 22:21:00,BRONX,42,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1010674,239150,40.82305580800004,-73.90452830099997
195396614,2019-03-31T00:00:00.000,2020-02-23 21:16:00,BROOKLYN,71,0.0,,False,,,,18-24,M,BLACK,997631,178916,40.65775788800004,-73.95177405399994
195396618,2019-03-31T00:00:00.000,2020-02-23 07:29:00,BROOKLYN,79,0.0,,False,18-24,M,BLACK,25-44,F,BLACK,1001063,186966,40.679847490000036,-73.93938447299998
195396616,2019-03-31T00:00:00.000,2020-02-23 05:05:00,BROOKLYN,75,0.0,GROCERY/BODEGA,False,,,,25-44,M,BLACK,1015774,180556,40.66221332200007,-73.88637599799995
195397264,2019-03-31T00:00:00.000,2020-02-23 03:30:00,BRONX,40,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1004261,234901,40.811410352000046,-73.92771191299995
195396617,2019-03-30T00:00:00.000,2020-02-23 23:30:00,BROOKLYN,77,0.0,,False,,,,25-44,M,BLACK,998854,184734,40.67372507300007,-73.94735355499995
195396615,2019-03-30T00:00:00.000,2020-02-23 21:30:00,BROOKLYN,70,0.0,GROCERY/BODEGA,False,,,,18-24,M,BLACK,994871,177892,40.65495097100006,-73.96172317299995
195396615,2019-03-30T00:00:00.000,2020-02-23 21:30:00,BROOKLYN,70,0.0,GROCERY/BODEGA,False,,,,<18,M,BLACK,994871,177892,40.65495097100006,-73.96172317299995
195396612,2019-03-30T00:00:00.000,2020-02-23 00:50:00,QUEENS,113,0.0,,False,,,,18-24,M,BLACK,1046315,187088,40.67998073800004,-73.77623390699993
195396612,2019-03-30T00:00:00.000,2020-02-23 00:50:00,QUEENS,113,0.0,,False,,,,25-44,M,BLACK,1046315,187088,40.67998073800004,-73.77623390699993
195303946,2019-03-28T00:00:00.000,2020-02-23 07:45:00,QUEENS,108,0.0,,False,25-44,M,UNKNOWN,45-64,M,UNKNOWN,1004902,211595,40.74744008000005,-73.92546794099997
195254733,2019-03-27T00:00:00.000,2020-02-23 13:43:00,MANHATTAN,34,0.0,,True,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1003064,249581,40.85170536100002,-73.93199489299997
195203576,2019-03-26T00:00:00.000,2020-02-23 02:25:00,BROOKLYN,77,0.0,,False,,,,18-24,M,BLACK,994109,187431,40.68113428400005,-73.96445548499997
195145308,2019-03-25T00:00:00.000,2020-02-23 16:08:00,BRONX,40,0.0,,False,,,,25-44,M,BLACK HISPANIC,1008860,233679,40.808044688000045,-73.91110256099995
195102370,2019-03-24T00:00:00.000,2020-02-23 00:10:00,BROOKLYN,63,0.0,PVT HOUSE,False,,,,25-44,M,BLACK,1006739,165849,40.62187333100008,-73.91899084899995
195102369,2019-03-23T00:00:00.000,2020-02-23 20:47:00,QUEENS,101,0.0,,False,18-24,M,BLACK,25-44,M,BLACK,1044821,156440,40.59586912100008,-73.78189543199994
195102367,2019-03-23T00:00:00.000,2020-02-23 15:50:00,BRONX,47,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1026591,262398,40.88680259100005,-73.84687148999996
195102364,2019-03-23T00:00:00.000,2020-02-23 05:44:00,BROOKLYN,79,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,WHITE HISPANIC,999025,193414,40.69754940400002,-73.94671806199995
195102368,2019-03-22T00:00:00.000,2020-02-23 22:25:00,BRONX,48,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK HISPANIC,1013667,246291,40.84264632600008,-73.89368292099994
195102368,2019-03-22T00:00:00.000,2020-02-23 22:25:00,BRONX,48,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,<18,M,BLACK HISPANIC,1013667,246291,40.84264632600008,-73.89368292099994
195102365,2019-03-22T00:00:00.000,2020-02-23 22:05:00,BROOKLYN,77,0.0,,True,25-44,M,BLACK,25-44,M,BLACK,994239,186637,40.67895478900005,-73.96398795599998
195102366,2019-03-22T00:00:00.000,2020-02-23 15:01:00,BRONX,42,0.0,,False,,,,25-44,M,BLACK,1011260,240722,40.82736872600003,-73.90240468499996
195013388,2019-03-21T00:00:00.000,2020-02-23 21:25:00,BROOKLYN,88,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,45-64,F,BLACK,990281,192762,40.69577009300008,-73.97825230899997
195013387,2019-03-21T00:00:00.000,2020-02-23 18:20:00,BRONX,40,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,WHITE HISPANIC,<18,M,BLACK,1005386,235950,40.81428694400006,-73.92364455999996
195013387,2019-03-21T00:00:00.000,2020-02-23 18:20:00,BRONX,40,2.0,MULTI DWELL - PUBLIC HOUS,False,<18,M,WHITE HISPANIC,<18,M,BLACK,1005386,235950,40.81428694400006,-73.92364455999996
195013385,2019-03-21T00:00:00.000,2020-02-23 04:07:00,BROOKLYN,75,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,BLACK,1018017,180049,40.660813449000045,-73.87829385299993
195013384,2019-03-21T00:00:00.000,2020-02-23 03:20:00,BRONX,44,0.0,,True,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1007022,243322,40.834516921000045,-73.91770925599997
194965392,2019-03-20T00:00:00.000,2020-02-23 21:36:00,QUEENS,105,0.0,,False,,,,25-44,M,BLACK,1054771,188274,40.683172699000075,-73.74573461299997
194915415,2019-03-19T00:00:00.000,2020-02-23 17:21:00,BROOKLYN,75,0.0,,True,18-24,M,BLACK,18-24,M,BLACK,1017307,181828,40.66569908600008,-73.88084420599995
194915415,2019-03-19T00:00:00.000,2020-02-23 17:21:00,BROOKLYN,75,0.0,,True,25-44,M,BLACK,18-24,M,BLACK,1017307,181828,40.66569908600008,-73.88084420599995
194859638,2019-03-18T00:00:00.000,2020-02-23 21:33:00,MANHATTAN,28,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,BLACK,995874,231986,40.803424497000044,-73.95801490799995
194859637,2019-03-18T00:00:00.000,2020-02-23 20:08:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,18-24,M,BLACK,1000655,228899,40.794943941000035,-73.94075321199995
194859637,2019-03-18T00:00:00.000,2020-02-23 20:08:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,18-24,M,BLACK HISPANIC,1000655,228899,40.794943941000035,-73.94075321199995
194859637,2019-03-18T00:00:00.000,2020-02-23 20:08:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,18-24,M,WHITE HISPANIC,1000655,228899,40.794943941000035,-73.94075321199995
194817576,2019-03-17T00:00:00.000,2020-02-23 06:30:00,BRONX,47,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1025737,261092,40.88322209000006,-73.84996813899994
194817577,2019-03-17T00:00:00.000,2020-02-23 03:38:00,BROOKLYN,75,0.0,,False,18-24,M,UNKNOWN,25-44,M,BLACK,1017019,185083,40.67463439800008,-73.88186650699998
194817571,2019-03-17T00:00:00.000,2020-02-23 03:37:00,MANHATTAN,25,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1001547,229776,40.79734936800003,-73.93752941099996
194817578,2019-03-16T00:00:00.000,2020-02-23 13:30:00,QUEENS,113,0.0,,False,25-44,U,UNKNOWN,25-44,M,BLACK,1046468,192314,40.694323792000034,-73.77563402799996
194817575,2019-03-16T00:00:00.000,2020-02-23 09:24:00,BROOKLYN,79,2.0,MULTI DWELL - PUBLIC HOUS,True,,,,45-64,M,BLACK,998160,193776,40.69854441100006,-73.949836781
194817572,2019-03-16T00:00:00.000,2020-02-23 00:50:00,MANHATTAN,32,2.0,MULTI DWELL - PUBLIC HOUS,True,,,,45-64,M,BLACK,998762,235107,40.811986508000075,-73.94757654399997
194817574,2019-03-15T00:00:00.000,2020-02-23 11:50:00,QUEENS,112,1.0,,False,25-44,M,BLACK,18-24,M,BLACK,1029239,201142,40.718658885000025,-73.83770522999998
194817573,2019-03-15T00:00:00.000,2020-02-23 10:19:00,BROOKLYN,75,0.0,,False,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1012359,181228,40.66406931200004,-73.89868224799993
194677549,2019-03-13T00:00:00.000,2020-02-23 21:17:00,STATEN ISLAND,122,0.0,,True,18-24,M,WHITE,45-64,M,WHITE,953944,154834,40.591616128000055,-74.10912122599996
194626071,2019-03-12T00:00:00.000,2020-02-23 23:34:00,BROOKLYN,77,0.0,,False,,,,18-24,M,BLACK,1002251,183677,40.67081759000007,-73.93511008699994
194626070,2019-03-12T00:00:00.000,2020-02-23 22:20:00,BROOKLYN,75,0.0,,False,,,,18-24,M,BLACK,1019191,182199,40.66671016400005,-73.87405122799998
194626069,2019-03-12T00:00:00.000,2020-02-23 08:21:00,BROOKLYN,73,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,45-64,F,BLACK,1006026,185469,40.675727746000064,-73.92149590099996
194626068,2019-03-12T00:00:00.000,2020-02-23 01:00:00,BROOKLYN,73,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1009653,183399,40.67003639800004,-73.90842786599995
194570530,2019-03-11T00:00:00.000,2020-02-23 21:05:00,BROOKLYN,81,0.0,,False,,,,45-64,M,BLACK,1006104,187792,40.68210366200003,-73.92120716799997
194570529,2019-03-11T00:00:00.000,2020-02-23 16:30:00,BROOKLYN,81,0.0,,False,18-24,M,BLACK,25-44,M,BLACK,1001181,189778,40.68756556300008,-73.93895197599994
194570529,2019-03-11T00:00:00.000,2020-02-23 16:30:00,BROOKLYN,81,0.0,,False,<18,M,UNKNOWN,25-44,M,BLACK,1001181,189778,40.68756556300008,-73.93895197599994
194525845,2019-03-10T00:00:00.000,2020-02-23 22:30:00,BROOKLYN,79,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK,998314,192761,40.69575822900004,-73.94928351799997
194525843,2019-03-10T00:00:00.000,2020-02-23 05:38:00,MANHATTAN,13,0.0,,False,25-44,M,WHITE HISPANIC,45-64,M,BLACK,990300,209478,40.74165148800005,-73.97816876899999
194525841,2019-03-09T00:00:00.000,2020-02-23 15:40:00,QUEENS,109,0.0,,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1032665,219163,40.76810385400006,-73.82521637499997
194525841,2019-03-09T00:00:00.000,2020-02-23 15:40:00,QUEENS,109,0.0,,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1032665,219163,40.76810385400006,-73.82521637499997
194527595,2019-03-09T00:00:00.000,2020-02-23 09:20:00,BRONX,42,0.0,,False,,,,18-24,M,BLACK,1010697,241162,40.82857810400003,-73.90443726899997
194527594,2019-03-09T00:00:00.000,2020-02-23 04:00:00,QUEENS,106,0.0,BAR/NIGHT CLUB,False,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1025542,187004,40.67987145200004,-73.85112867499998
194525846,2019-03-09T00:00:00.000,2020-02-23 02:41:00,MANHATTAN,25,,,False,UNKNOWN,M,BLACK,25-44,M,BLACK,1000472,230833,40.80025258300003,-73.94140946199997
194525844,2019-03-09T00:00:00.000,2020-02-23 01:10:00,BRONX,41,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1012780,236449,40.81563577600008,-73.89693055399994
194378288,2019-03-06T00:00:00.000,2020-02-23 20:29:00,BROOKLYN,62,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,WHITE,986543,157612,40.599292698000056,-73.99174431699998
194324356,2019-03-05T00:00:00.000,2020-02-23 23:24:00,BROOKLYN,79,0.0,,True,,,,25-44,M,WHITE HISPANIC,996757,190062,40.68835243400008,-73.95490341799997
194324355,2019-03-05T00:00:00.000,2020-02-23 22:30:00,QUEENS,105,0.0,,True,18-24,M,BLACK,25-44,M,BLACK,1049440,181649,40.66502949200003,-73.76501976899993
194324354,2019-03-05T00:00:00.000,2020-02-23 20:04:00,BRONX,44,0.0,GROCERY/BODEGA,False,,,,25-44,M,BLACK HISPANIC,1008093,245355,40.84009408900005,-73.91383171199995
194269158,2019-03-04T00:00:00.000,2020-02-23 22:22:00,BROOKLYN,81,2.0,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,<18,M,BLACK,1004899,187202,40.680487139000036,-73.92555358299995
194232503,2019-03-04T00:00:00.000,2020-02-23 00:40:00,BRONX,45,0.0,,False,25-44,M,BLACK,25-44,F,BLACK,1033217,254904,40.86619963500005,-73.82296280999998
194226976,2019-03-02T00:00:00.000,2020-02-23 21:30:00,BROOKLYN,75,0.0,,False,18-24,M,BLACK,<18,M,WHITE HISPANIC,1017036,183890,40.67135982000008,-73.88181102299995
194226977,2019-03-02T00:00:00.000,2020-02-23 04:20:00,QUEENS,113,0.0,,False,,,,18-24,M,BLACK,1041582,183607,40.67045812200007,-73.79332768599994
194085122,2019-02-28T00:00:00.000,2020-02-23 02:18:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,999211,229699,40.79714228700004,-73.94596657399995
194085121,2019-02-27T00:00:00.000,2020-02-23 18:22:00,MANHATTAN,34,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,WHITE HISPANIC,1005232,253268,40.861820186000045,-73.92414673399996
194032274,2019-02-26T00:00:00.000,2020-02-23 17:46:00,QUEENS,103,0.0,PVT HOUSE,True,,,,45-64,M,ASIAN / PACIFIC ISLANDER,1043295,195411,40.70284605000006,-73.78704914399998
194032590,2019-02-26T00:00:00.000,2020-02-23 16:23:00,BROOKLYN,60,0.0,,False,<18,M,BLACK,18-24,F,WHITE HISPANIC,989383,149489,40.57699549000005,-73.98152360899996
